transaction_id,customer_id,amount,currency,timestamp,rejection_reason
txn_0000037,cust_00038,56.29,USD,2026-09-02T09:01:51,
txn_0000038,cust_00039,56.46,EUR,2026-09-02T09:01:54,
txn_0000039,cust_00040,56.63,INR,2026-09-02T09:01:57,
txn_0000040,cust_00041,56.8,USD,2026-09-02T09:02:00,
txn_0000041,cust_00042,56.97,EUR,2026-09-02T09:02:03,
txn_0000042,cust_00043,57.14,INR,2026-09-02T09:02:06,
txn_0000043,cust_00044,57.31,USD,2026-09-02T09:02:09,
txn_0000044,cust_00045,57.48,EUR,2026-09-02T09:02:12,
txn_0000045,cust_00046,57.65,INR,2026-09-02T09:02:15,
txn_0000046,cust_00047,57.82,USD,2026-09-02T09:02:18,
txn_0000047,cust_00048,57.99,EUR,2026-09-02T09:02:21,
txn_0000048,cust_00049,58.16,INR,2026-09-02T09:02:24,
txn_0000049,cust_00050,58.33,USD,2026-09-02T09:02:27,
txn_0000050,cust_00051,58.5,EUR,2026-09-02T09:02:30,
txn_0000051,cust_00052,58.67,INR,2026-09-02T09:02:33,
txn_0000052,cust_00053,58.84,USD,2026-09-02T09:02:36,
txn_0000053,cust_00054,59.01,EUR,2026-09-02T09:02:39,
txn_0000054,cust_00055,59.18,INR,2026-09-02T09:02:42,
txn_0000055,cust_00056,59.35,USD,2026-09-02T09:02:45,
txn_0000056,cust_00057,59.52,EUR,2026-09-02T09:02:48,
txn_0000057,cust_00058,59.69,INR,2026-09-02T09:02:51,
txn_0000058,cust_00059,59.86,USD,2026-09-02T09:02:54,
txn_0000059,cust_00060,60.03,EUR,2026-09-02T09:02:57,
txn_0000060,cust_00061,60.2,INR,2026-09-02T09:03:00,
txn_0000061,cust_00062,60.37,USD,2026-09-02T09:03:03,
txn_0000062,cust_00063,60.54,EUR,2026-09-02T09:03:06,
txn_0000063,cust_00064,60.71,INR,2026-09-02T09:03:09,
txn_0000064,cust_00065,60.88,USD,2026-09-02T09:03:12,
txn_0000065,cust_00066,61.05,EUR,2026-09-02T09:03:15,
txn_0000066,cust_00067,61.22,INR,2026-09-02T09:03:18,
txn_0000067,cust_00068,61.39,USD,2026-09-02T09:03:21,
txn_0000068,cust_00069,61.56,EUR,2026-09-02T09:03:24,
txn_0000069,cust_00070,61.73,INR,2026-09-02T09:03:27,
txn_0000070,cust_00071,61.9,USD,2026-09-02T09:03:30,
txn_0000071,cust_00072,62.07,EUR,2026-09-02T09:03:33,
txn_0000072,cust_00073,62.24,INR,2026-09-02T09:03:36,
txn_0000073,cust_00074,62.41,USD,2026-09-02T09:03:39,
txn_0000074,cust_00075,62.58,EUR,2026-09-02T09:03:42,
txn_0000075,cust_00076,62.75,INR,2026-09-02T09:03:45,
txn_0000076,cust_00077,62.92,USD,2026-09-02T09:03:48,
txn_0000077,cust_00078,63.09,EUR,2026-09-02T09:03:51,
txn_0000078,cust_00079,63.26,INR,2026-09-02T09:03:54,
txn_0000079,cust_00080,63.43,USD,2026-09-02T09:03:57,
txn_0000080,cust_00081,63.6,EUR,2026-09-02T09:04:00,
txn_0000081,cust_00082,63.77,INR,2026-09-02T09:04:03,
txn_0000082,cust_00083,63.94,USD,2026-09-02T09:04:06,
txn_0000083,cust_00084,64.11,EUR,2026-09-02T09:04:09,
txn_0000084,cust_00085,64.28,INR,2026-09-02T09:04:12,
txn_0000085,cust_00086,64.45,USD,2026-09-02T09:04:15,
txn_0000086,cust_00087,64.62,EUR,2026-09-02T09:04:18,
txn_0000087,cust_00088,64.79,INR,2026-09-02T09:04:21,
txn_0000088,cust_00089,64.96,USD,2026-09-02T09:04:24,
txn_0000089,cust_00090,65.13,EUR,2026-09-02T09:04:27,
txn_0000090,cust_00091,65.3,INR,2026-09-02T09:04:30,
txn_0000091,cust_00092,65.47,USD,2026-09-02T09:04:33,
txn_0000092,cust_00093,65.64,EUR,2026-09-02T09:04:36,
txn_0000093,cust_00094,65.81,INR,2026-09-02T09:04:39,
txn_0000094,cust_00095,65.98,USD,2026-09-02T09:04:42,
txn_0000095,cust_00096,66.15,EUR,2026-09-02T09:04:45,
txn_0000096,cust_00097,66.32,INR,2026-09-02T09:04:48,
txn_0000097,cust_00098,66.49,USD,2026-09-02T09:04:51,
txn_0000098,cust_00099,66.66,EUR,2026-09-02T09:04:54,
txn_0000099,cust_00100,66.83,INR,2026-09-02T09:04:57,
txn_0000100,cust_00101,67.0,USD,2026-09-02T09:05:00,
txn_0000101,cust_00102,67.17,EUR,2026-09-02T09:05:03,
txn_0000102,cust_00103,67.34,INR,2026-09-02T09:05:06,
txn_0000103,cust_00104,67.51,USD,2026-09-02T09:05:09,
txn_0000104,cust_00105,67.68,EUR,2026-09-02T09:05:12,
txn_0000105,cust_00106,67.85,INR,2026-09-02T09:05:15,
txn_0000106,cust_00107,68.02,USD,2026-09-02T09:05:18,
txn_0000107,cust_00108,68.19,EUR,2026-09-02T09:05:21,
txn_0000108,cust_00109,68.36,INR,2026-09-02T09:05:24,
txn_0000109,cust_00110,68.53,USD,2026-09-02T09:05:27,
txn_0000110,cust_00111,68.7,EUR,2026-09-02T09:05:30,
txn_0000111,cust_00112,68.87,INR,2026-09-02T09:05:33,
txn_0000112,cust_00113,69.04,USD,2026-09-02T09:05:36,
txn_0000113,cust_00114,69.21,EUR,2026-09-02T09:05:39,
txn_0000114,cust_00115,69.38,INR,2026-09-02T09:05:42,
txn_0000115,cust_00116,69.55,USD,2026-09-02T09:05:45,
txn_0000116,cust_00117,69.72,EUR,2026-09-02T09:05:48,
txn_0000117,cust_00118,69.89,INR,2026-09-02T09:05:51,
txn_0000118,cust_00119,70.06,USD,2026-09-02T09:05:54,
txn_0000119,cust_00120,70.23,EUR,2026-09-02T09:05:57,
txn_0000120,cust_00121,70.4,INR,2026-09-02T09:06:00,
txn_0000121,cust_00122,70.57,USD,2026-09-02T09:06:03,
txn_0000122,cust_00123,70.74,EUR,2026-09-02T09:06:06,
txn_0000123,cust_00124,70.91,INR,2026-09-02T09:06:09,
txn_0000124,cust_00125,71.08,USD,2026-09-02T09:06:12,
txn_0000125,cust_00126,71.25,EUR,2026-09-02T09:06:15,
txn_0000126,cust_00127,71.42,INR,2026-09-02T09:06:18,
txn_0000127,cust_00128,71.59,USD,2026-09-02T09:06:21,
txn_0000128,cust_00129,71.76,EUR,2026-09-02T09:06:24,
txn_0000129,cust_00130,71.93,INR,2026-09-02T09:06:27,
txn_0000130,cust_00131,72.1,USD,2026-09-02T09:06:30,
txn_0000131,cust_00132,72.27,EUR,2026-09-02T09:06:33,
txn_0000132,cust_00133,72.44,INR,2026-09-02T09:06:36,
txn_0000133,cust_00134,72.61,USD,2026-09-02T09:06:39,
txn_0000134,cust_00135,72.78,EUR,2026-09-02T09:06:42,
txn_0000135,cust_00136,72.95,INR,2026-09-02T09:06:45,
txn_0000136,cust_00137,73.12,USD,2026-09-02T09:06:48,
txn_0000137,cust_00138,73.29,EUR,2026-09-02T09:06:51,
txn_0000138,cust_00139,73.46,INR,2026-09-02T09:06:54,
txn_0000139,cust_00140,73.63,USD,2026-09-02T09:06:57,
txn_0000140,cust_00141,73.8,EUR,2026-09-02T09:07:00,
txn_0000141,cust_00142,73.97,INR,2026-09-02T09:07:03,
txn_0000142,cust_00143,74.14,USD,2026-09-02T09:07:06,
txn_0000143,cust_00144,74.31,EUR,2026-09-02T09:07:09,
txn_0000144,cust_00145,74.48,INR,2026-09-02T09:07:12,
txn_0000145,cust_00146,74.65,USD,2026-09-02T09:07:15,
txn_0000146,cust_00147,74.82,EUR,2026-09-02T09:07:18,
txn_0000147,cust_00148,74.99,INR,2026-09-02T09:07:21,
txn_0000148,cust_00149,75.16,USD,2026-09-02T09:07:24,
txn_0000149,cust_00150,75.33,EUR,2026-09-02T09:07:27,
txn_0000150,cust_00151,75.5,INR,2026-09-02T09:07:30,
txn_0000151,cust_00152,75.67,USD,2026-09-02T09:07:33,
txn_0000152,cust_00153,75.84,EUR,2026-09-02T09:07:36,
txn_0000153,cust_00154,76.01,INR,2026-09-02T09:07:39,
txn_0000154,cust_00155,76.18,USD,2026-09-02T09:07:42,
txn_0000155,cust_00156,76.35,EUR,2026-09-02T09:07:45,
txn_0000156,cust_00157,76.52,INR,2026-09-02T09:07:48,
txn_0000157,cust_00158,76.69,USD,2026-09-02T09:07:51,
txn_0000158,cust_00159,76.86,EUR,2026-09-02T09:07:54,
txn_0000159,cust_00160,77.03,INR,2026-09-02T09:07:57,
txn_0000160,cust_00161,77.2,USD,2026-09-02T09:08:00,
txn_0000161,cust_00162,77.37,EUR,2026-09-02T09:08:03,
txn_0000162,cust_00163,77.54,INR,2026-09-02T09:08:06,
txn_0000163,cust_00164,77.71,USD,2026-09-02T09:08:09,
txn_0000164,cust_00165,77.88,EUR,2026-09-02T09:08:12,
txn_0000165,cust_00166,78.05,INR,2026-09-02T09:08:15,
txn_0000166,cust_00167,78.22,USD,2026-09-02T09:08:18,
txn_0000167,cust_00168,78.39,EUR,2026-09-02T09:08:21,
txn_0000168,cust_00169,78.56,INR,2026-09-02T09:08:24,
txn_0000169,cust_00170,78.73,USD,2026-09-02T09:08:27,
txn_0000170,cust_00171,78.9,EUR,2026-09-02T09:08:30,
txn_0000171,cust_00172,79.07,INR,2026-09-02T09:08:33,
txn_0000172,cust_00173,79.24,USD,2026-09-02T09:08:36,
txn_0000173,cust_00174,79.41,EUR,2026-09-02T09:08:39,
txn_0000174,cust_00175,79.58,INR,2026-09-02T09:08:42,
txn_0000175,cust_00176,79.75,USD,2026-09-02T09:08:45,
txn_0000176,cust_00177,79.92,EUR,2026-09-02T09:08:48,
txn_0000177,cust_00178,80.09,INR,2026-09-02T09:08:51,
txn_0000178,cust_00179,80.26,USD,2026-09-02T09:08:54,
txn_0000179,cust_00180,80.43,EUR,2026-09-02T09:08:57,
txn_0000180,cust_00181,80.6,INR,2026-09-02T09:09:00,
txn_0000181,cust_00182,80.77,USD,2026-09-02T09:09:03,
txn_0000182,cust_00183,80.94,EUR,2026-09-02T09:09:06,
txn_0000183,cust_00184,81.11,INR,2026-09-02T09:09:09,
txn_0000184,cust_00185,81.28,USD,2026-09-02T09:09:12,
txn_0000185,cust_00186,81.45,EUR,2026-09-02T09:09:15,
txn_0000186,cust_00187,81.62,INR,2026-09-02T09:09:18,
txn_0000187,cust_00188,81.79,USD,2026-09-02T09:09:21,
txn_0000188,cust_00189,81.96,EUR,2026-09-02T09:09:24,
txn_0000189,cust_00190,82.13,INR,2026-09-02T09:09:27,
txn_0000190,cust_00191,82.3,USD,2026-09-02T09:09:30,
txn_0000191,cust_00192,82.47,EUR,2026-09-02T09:09:33,
txn_0000192,cust_00193,82.64,INR,2026-09-02T09:09:36,
txn_0000193,cust_00194,82.81,USD,2026-09-02T09:09:39,
txn_0000194,cust_00195,82.98,EUR,2026-09-02T09:09:42,
txn_0000195,cust_00196,83.15,INR,2026-09-02T09:09:45,
txn_0000196,cust_00197,83.32,USD,2026-09-02T09:09:48,
txn_0000197,cust_00198,83.49,EUR,2026-09-02T09:09:51,
txn_0000198,cust_00199,83.66,INR,2026-09-02T09:09:54,
txn_0000199,cust_00200,83.83,USD,2026-09-02T09:09:57,
txn_0000200,cust_00201,84.0,EUR,2026-09-02T09:10:00,
txn_0000201,cust_00202,84.17,INR,2026-09-02T09:10:03,
txn_0000202,cust_00203,84.34,USD,2026-09-02T09:10:06,
txn_0000203,cust_00204,84.51,EUR,2026-09-02T09:10:09,
txn_0000204,cust_00205,84.68,INR,2026-09-02T09:10:12,
txn_0000205,cust_00206,84.85,USD,2026-09-02T09:10:15,
txn_0000206,cust_00207,85.02,EUR,2026-09-02T09:10:18,
txn_0000207,cust_00208,85.19,INR,2026-09-02T09:10:21,
txn_0000208,cust_00209,85.36,USD,2026-09-02T09:10:24,
txn_0000209,cust_00210,85.53,EUR,2026-09-02T09:10:27,
txn_0000210,cust_00211,85.7,INR,2026-09-02T09:10:30,
txn_0000211,cust_00212,85.87,USD,2026-09-02T09:10:33,
txn_0000212,cust_00213,86.04,EUR,2026-09-02T09:10:36,
txn_0000213,cust_00214,86.21,INR,2026-09-02T09:10:39,
txn_0000214,cust_00215,86.38,USD,2026-09-02T09:10:42,
txn_0000215,cust_00216,86.55,EUR,2026-09-02T09:10:45,
txn_0000216,cust_00217,86.72,INR,2026-09-02T09:10:48,
txn_0000217,cust_00218,86.89,USD,2026-09-02T09:10:51,
txn_0000218,cust_00219,87.06,EUR,2026-09-02T09:10:54,
txn_0000219,cust_00220,87.23,INR,2026-09-02T09:10:57,
txn_0000220,cust_00221,87.4,USD,2026-09-02T09:11:00,
txn_0000221,cust_00222,87.57,EUR,2026-09-02T09:11:03,
txn_0000222,cust_00223,87.74,INR,2026-09-02T09:11:06,
txn_0000223,cust_00224,87.91,USD,2026-09-02T09:11:09,
txn_0000224,cust_00225,88.08,EUR,2026-09-02T09:11:12,
txn_0000225,cust_00226,88.25,INR,2026-09-02T09:11:15,
txn_0000226,cust_00227,88.42,USD,2026-09-02T09:11:18,
txn_0000227,cust_00228,88.59,EUR,2026-09-02T09:11:21,
txn_0000228,cust_00229,88.76,INR,2026-09-02T09:11:24,
txn_0000229,cust_00230,88.93,USD,2026-09-02T09:11:27,
txn_0000230,cust_00231,89.1,EUR,2026-09-02T09:11:30,
txn_0000231,cust_00232,89.27,INR,2026-09-02T09:11:33,
txn_0000232,cust_00233,89.44,USD,2026-09-02T09:11:36,
txn_0000233,cust_00234,89.61,EUR,2026-09-02T09:11:39,
txn_0000234,cust_00235,89.78,INR,2026-09-02T09:11:42,
txn_0000235,cust_00236,89.95,USD,2026-09-02T09:11:45,
txn_0000236,cust_00237,90.12,EUR,2026-09-02T09:11:48,
txn_0000237,cust_00238,90.29,INR,2026-09-02T09:11:51,
txn_0000238,cust_00239,90.46,USD,2026-09-02T09:11:54,
txn_0000239,cust_00240,90.63,EUR,2026-09-02T09:11:57,
txn_0000240,cust_00241,90.8,INR,2026-09-02T09:12:00,
txn_0000241,cust_00242,90.97,USD,2026-09-02T09:12:03,
txn_0000242,cust_00243,91.14,EUR,2026-09-02T09:12:06,
txn_0000243,cust_00244,91.31,INR,2026-09-02T09:12:09,
txn_0000244,cust_00245,91.48,USD,2026-09-02T09:12:12,
txn_0000245,cust_00246,91.65,EUR,2026-09-02T09:12:15,
txn_0000246,cust_00247,91.82,INR,2026-09-02T09:12:18,
txn_0000247,cust_00248,91.99,USD,2026-09-02T09:12:21,
txn_0000248,cust_00249,92.16,EUR,2026-09-02T09:12:24,
txn_0000249,cust_00250,92.33,INR,2026-09-02T09:12:27,
txn_0000250,cust_00251,92.5,USD,2026-09-02T09:12:30,
txn_0000251,cust_00252,92.67,EUR,2026-09-02T09:12:33,
txn_0000252,cust_00253,92.84,INR,2026-09-02T09:12:36,
txn_0000253,cust_00254,93.01,USD,2026-09-02T09:12:39,
txn_0000254,cust_00255,93.18,EUR,2026-09-02T09:12:42,
txn_0000255,cust_00256,93.35,INR,2026-09-02T09:12:45,
txn_0000256,cust_00257,93.52,USD,2026-09-02T09:12:48,
txn_0000257,cust_00258,93.69,EUR,2026-09-02T09:12:51,
txn_0000258,cust_00259,93.86,INR,2026-09-02T09:12:54,
txn_0000259,cust_00260,94.03,USD,2026-09-02T09:12:57,
txn_0000260,cust_00261,94.2,EUR,2026-09-02T09:13:00,
txn_0000261,cust_00262,94.37,INR,2026-09-02T09:13:03,
txn_0000262,cust_00263,94.54,USD,2026-09-02T09:13:06,
txn_0000263,cust_00264,94.71,EUR,2026-09-02T09:13:09,
txn_0000264,cust_00265,94.88,INR,2026-09-02T09:13:12,
txn_0000265,cust_00266,95.05,USD,2026-09-02T09:13:15,
txn_0000266,cust_00267,95.22,EUR,2026-09-02T09:13:18,
txn_0000267,cust_00268,95.39,INR,2026-09-02T09:13:21,
txn_0000268,cust_00269,95.56,USD,2026-09-02T09:13:24,
txn_0000269,cust_00270,95.73,EUR,2026-09-02T09:13:27,
txn_0000270,cust_00271,95.9,INR,2026-09-02T09:13:30,
txn_0000271,cust_00272,96.07,USD,2026-09-02T09:13:33,
txn_0000272,cust_00273,96.24,EUR,2026-09-02T09:13:36,
txn_0000273,cust_00274,96.41,INR,2026-09-02T09:13:39,
txn_0000274,cust_00275,96.58,USD,2026-09-02T09:13:42,
txn_0000275,cust_00276,96.75,EUR,2026-09-02T09:13:45,
txn_0000276,cust_00277,96.92,INR,2026-09-02T09:13:48,
txn_0000277,cust_00278,97.09,USD,2026-09-02T09:13:51,
txn_0000278,cust_00279,97.26,EUR,2026-09-02T09:13:54,
txn_0000279,cust_00280,97.43,INR,2026-09-02T09:13:57,
txn_0000280,cust_00281,97.6,USD,2026-09-02T09:14:00,
txn_0000281,cust_00282,97.77,EUR,2026-09-02T09:14:03,
txn_0000282,cust_00283,97.94,INR,2026-09-02T09:14:06,
txn_0000283,cust_00284,98.11,USD,2026-09-02T09:14:09,
txn_0000284,cust_00285,98.28,EUR,2026-09-02T09:14:12,
txn_0000285,cust_00286,98.45,INR,2026-09-02T09:14:15,
txn_0000286,cust_00287,98.62,USD,2026-09-02T09:14:18,
txn_0000287,cust_00288,98.79,EUR,2026-09-02T09:14:21,
txn_0000288,cust_00289,98.96,INR,2026-09-02T09:14:24,
txn_0000289,cust_00290,99.13,USD,2026-09-02T09:14:27,
txn_0000290,cust_00291,99.3,EUR,2026-09-02T09:14:30,
txn_0000291,cust_00292,99.47,INR,2026-09-02T09:14:33,
txn_0000292,cust_00293,99.64,USD,2026-09-02T09:14:36,
txn_0000293,cust_00294,99.81,EUR,2026-09-02T09:14:39,
txn_0000294,cust_00295,99.98,INR,2026-09-02T09:14:42,
txn_0000295,cust_00296,100.15,USD,2026-09-02T09:14:45,
txn_0000296,cust_00297,100.32,EUR,2026-09-02T09:14:48,
txn_0000297,cust_00298,100.49,INR,2026-09-02T09:14:51,
txn_0000298,cust_00299,100.66,USD,2026-09-02T09:14:54,
txn_0000299,cust_00300,100.83,EUR,2026-09-02T09:14:57,
txn_0000300,cust_00301,101.0,INR,2026-09-02T09:15:00,
txn_0000301,cust_00302,101.17,USD,2026-09-02T09:15:03,
txn_0000302,cust_00303,101.34,EUR,2026-09-02T09:15:06,
txn_0000303,cust_00304,101.51,INR,2026-09-02T09:15:09,
txn_0000304,cust_00305,101.68,USD,2026-09-02T09:15:12,
txn_0000305,cust_00306,101.85,EUR,2026-09-02T09:15:15,
txn_0000306,cust_00307,102.02,INR,2026-09-02T09:15:18,
txn_0000307,cust_00308,102.19,USD,2026-09-02T09:15:21,
txn_0000308,cust_00309,102.36,EUR,2026-09-02T09:15:24,
txn_0000309,cust_00310,102.53,INR,2026-09-02T09:15:27,
txn_0000310,cust_00311,102.7,USD,2026-09-02T09:15:30,
txn_0000311,cust_00312,102.87,EUR,2026-09-02T09:15:33,
txn_0000312,cust_00313,103.04,INR,2026-09-02T09:15:36,
txn_0000313,cust_00314,103.21,USD,2026-09-02T09:15:39,
txn_0000314,cust_00315,103.38,EUR,2026-09-02T09:15:42,
txn_0000315,cust_00316,103.55,INR,2026-09-02T09:15:45,
txn_0000316,cust_00317,103.72,USD,2026-09-02T09:15:48,
txn_0000317,cust_00318,103.89,EUR,2026-09-02T09:15:51,
txn_0000318,cust_00319,104.06,INR,2026-09-02T09:15:54,
txn_0000319,cust_00320,104.23,USD,2026-09-02T09:15:57,
txn_0000320,cust_00321,104.4,EUR,2026-09-02T09:16:00,
txn_0000321,cust_00322,104.57,INR,2026-09-02T09:16:03,
txn_0000322,cust_00323,104.74,USD,2026-09-02T09:16:06,
txn_0000323,cust_00324,104.91,EUR,2026-09-02T09:16:09,
txn_0000324,cust_00325,105.08,INR,2026-09-02T09:16:12,
txn_0000325,cust_00326,105.25,USD,2026-09-02T09:16:15,
txn_0000326,cust_00327,105.42,EUR,2026-09-02T09:16:18,
txn_0000327,cust_00328,105.59,INR,2026-09-02T09:16:21,
txn_0000328,cust_00329,105.76,USD,2026-09-02T09:16:24,
txn_0000329,cust_00330,105.93,EUR,2026-09-02T09:16:27,
txn_0000330,cust_00331,106.1,INR,2026-09-02T09:16:30,
txn_0000331,cust_00332,106.27,USD,2026-09-02T09:16:33,
txn_0000332,cust_00333,106.44,EUR,2026-09-02T09:16:36,
txn_0000333,cust_00334,106.61,INR,2026-09-02T09:16:39,
txn_0000334,cust_00335,106.78,USD,2026-09-02T09:16:42,
txn_0000335,cust_00336,106.95,EUR,2026-09-02T09:16:45,
txn_0000336,cust_00337,107.12,INR,2026-09-02T09:16:48,
txn_0000337,cust_00338,107.29,USD,2026-09-02T09:16:51,
txn_0000338,cust_00339,107.46,EUR,2026-09-02T09:16:54,
txn_0000339,cust_00340,107.63,INR,2026-09-02T09:16:57,
txn_0000340,cust_00341,107.8,USD,2026-09-02T09:17:00,
txn_0000341,cust_00342,107.97,EUR,2026-09-02T09:17:03,
txn_0000342,cust_00343,108.14,INR,2026-09-02T09:17:06,
txn_0000343,cust_00344,108.31,USD,2026-09-02T09:17:09,
txn_0000344,cust_00345,108.48,EUR,2026-09-02T09:17:12,
txn_0000345,cust_00346,108.65,INR,2026-09-02T09:17:15,
txn_0000346,cust_00347,108.82,USD,2026-09-02T09:17:18,
txn_0000347,cust_00348,108.99,EUR,2026-09-02T09:17:21,
txn_0000348,cust_00349,109.16,INR,2026-09-02T09:17:24,
txn_0000349,cust_00350,109.33,USD,2026-09-02T09:17:27,
txn_0000350,cust_00351,109.5,EUR,2026-09-02T09:17:30,
txn_0000351,cust_00352,109.67,INR,2026-09-02T09:17:33,
txn_0000352,cust_00353,109.84,USD,2026-09-02T09:17:36,
txn_0000353,cust_00354,110.01,EUR,2026-09-02T09:17:39,
txn_0000354,cust_00355,110.18,INR,2026-09-02T09:17:42,
txn_0000355,cust_00356,110.35,USD,2026-09-02T09:17:45,
txn_0000356,cust_00357,110.52,EUR,2026-09-02T09:17:48,
txn_0000357,cust_00358,110.69,INR,2026-09-02T09:17:51,
txn_0000358,cust_00359,110.86,USD,2026-09-02T09:17:54,
txn_0000359,cust_00360,111.03,EUR,2026-09-02T09:17:57,
txn_0000360,cust_00361,111.2,INR,2026-09-02T09:18:00,
txn_0000361,cust_00362,111.37,USD,2026-09-02T09:18:03,
txn_0000362,cust_00363,111.54,EUR,2026-09-02T09:18:06,
txn_0000363,cust_00364,111.71,INR,2026-09-02T09:18:09,
txn_0000364,cust_00365,111.88,USD,2026-09-02T09:18:12,
txn_0000365,cust_00366,112.05,EUR,2026-09-02T09:18:15,
txn_0000366,cust_00367,112.22,INR,2026-09-02T09:18:18,
txn_0000367,cust_00368,112.39,USD,2026-09-02T09:18:21,
txn_0000368,cust_00369,112.56,EUR,2026-09-02T09:18:24,
txn_0000369,cust_00370,112.73,INR,2026-09-02T09:18:27,
txn_0000370,cust_00371,112.9,USD,2026-09-02T09:18:30,
txn_0000371,cust_00372,113.07,EUR,2026-09-02T09:18:33,
txn_0000372,cust_00373,113.24,INR,2026-09-02T09:18:36,
txn_0000373,cust_00374,113.41,USD,2026-09-02T09:18:39,
txn_0000374,cust_00375,113.58,EUR,2026-09-02T09:18:42,
txn_0000375,cust_00376,113.75,INR,2026-09-02T09:18:45,
txn_0000376,cust_00377,113.92,USD,2026-09-02T09:18:48,
txn_0000377,cust_00378,114.09,EUR,2026-09-02T09:18:51,
txn_0000378,cust_00379,114.26,INR,2026-09-02T09:18:54,
txn_0000379,cust_00380,114.43,USD,2026-09-02T09:18:57,
txn_0000380,cust_00381,114.6,EUR,2026-09-02T09:19:00,
txn_0000381,cust_00382,114.77,INR,2026-09-02T09:19:03,
txn_0000382,cust_00383,114.94,USD,2026-09-02T09:19:06,
txn_0000383,cust_00384,115.11,EUR,2026-09-02T09:19:09,
txn_0000384,cust_00385,115.28,INR,2026-09-02T09:19:12,
txn_0000385,cust_00386,115.45,USD,2026-09-02T09:19:15,
txn_0000386,cust_00387,115.62,EUR,2026-09-02T09:19:18,
txn_0000387,cust_00388,115.79,INR,2026-09-02T09:19:21,
txn_0000388,cust_00389,115.96,USD,2026-09-02T09:19:24,
txn_0000389,cust_00390,116.13,EUR,2026-09-02T09:19:27,
txn_0000390,cust_00391,116.3,INR,2026-09-02T09:19:30,
txn_0000391,cust_00392,116.47,USD,2026-09-02T09:19:33,
txn_0000392,cust_00393,116.64,EUR,2026-09-02T09:19:36,
txn_0000393,cust_00394,116.81,INR,2026-09-02T09:19:39,
txn_0000394,cust_00395,116.98,USD,2026-09-02T09:19:42,
txn_0000395,cust_00396,117.15,EUR,2026-09-02T09:19:45,
txn_0000396,cust_00397,117.32,INR,2026-09-02T09:19:48,
txn_0000397,cust_00398,117.49,USD,2026-09-02T09:19:51,
txn_0000398,cust_00399,117.66,EUR,2026-09-02T09:19:54,
txn_0000399,cust_00400,117.83,INR,2026-09-02T09:19:57,
txn_0000400,cust_00401,118.0,USD,2026-09-02T09:20:00,
txn_0000401,cust_00402,118.17,EUR,2026-09-02T09:20:03,
txn_0000402,cust_00403,118.34,INR,2026-09-02T09:20:06,
txn_0000403,cust_00404,118.51,USD,2026-09-02T09:20:09,
txn_0000404,cust_00405,118.68,EUR,2026-09-02T09:20:12,
txn_0000405,cust_00406,118.85,INR,2026-09-02T09:20:15,
txn_0000406,cust_00407,119.02,USD,2026-09-02T09:20:18,
